DEPTH,GR,NPHI,PEF,RHOB,DRHO,Prior_Prob,Pred_Lith,Prob_Badh,Prob_Cas,Prob_Ssts,Prob_Ssts Rad,Prob_Ssts Sh,Prob_Sh Carb,Prob_SH,Prob_Sh Mix,Prob_IIIi,Prob_Kao,Prob_Sh Mic,Prob_Ls,Prob_Dl,Prob_Marl,Prob_Anhy,Prob_Volc,Prob_Ankerite/Siderite,Prob_Coal,Lithology
26.5,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27.5,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29.5,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30.5,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32.5,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33.5,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34.5,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35.5,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36.5,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38.5,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40.5,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
41.5,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,,,,,,,,,,,,,,,,,,,,,,,,,,
42.5,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,,,,,,,,,,,,,,,,,,,,,,,,,,
43.5,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44.5,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,,,,,,,,,,,,,,,,,,,,,,,,,,
45.5,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
46.5,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,,,,,,,,,,,,,,,,,,,,,,,,,,
47.5,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
48.5,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,,,,,,,,,,,,,,,,,,,,,,,,,,
49.5,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50.5,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,,,,,,,,,,,,,,,,,,,,,,,,,,
52.5,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53.5,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,,,,,,,,,,,,,,,,,,,,,,,,,,
54.5,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,,,,,,,,,,,,,,,,,,,,,,,,,,
55.5,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,,,,,,,,,,,,,,,,,,,,,,,,,,
56.5,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,,,,,,,,,,,,,,,,,,,,,,,,,,
57.5,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58.5,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59.5,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
60.5,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,,,,,,,,,,,,,,,,,,,,,,,,,,
61.5,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,,,,,,,,,,,,,,,,,,,,,,,,,,
62.5,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
63.5,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
64.5,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
65.5,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,,,,,,,,,,,,,,,,,,,,,,,,,,
66.5,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,,,,,,,,,,,,,,,,,,,,,,,,,,
67.5,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
68.5,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,,,,,,,,,,,,,,,,,,,,,,,,,,
69.5,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,,,,,,,,,,,,,,,,,,,,,,,,,,
70.5,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
71.5,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,,,,,,,,,,,,,,,,,,,,,,,,,,
72.5,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,,,,,,,,,,,,,,,,,,,,,,,,,,
73.5,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,,,,,,,,,,,,,,,,,,,,,,,,,,
74.5,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,,,,,,,,,,,,,,,,,,,,,,,,,,
75.5,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,,,,,,,,,,,,,,,,,,,,,,,,,,
76.5,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,,,,,,,,,,,,,,,,,,,,,,,,,,
78.5,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,,,,,,,,,,,,,,,,,,,,,,,,,,
79.5,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
80.5,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
81.5,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
82.5,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
83.5,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
84.5,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
85.5,,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
86.5,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
87.5,,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
88.5,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
89.5,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,,,,,,,,,,,,,,,,,,,,,,,,,,
90.5,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,,,,,,,,,,,,,,,,,,,,,,,,,,
91.5,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,,,,,,,,,,,,,,,,,,,,,,,,,,
92.5,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,,,,,,,,,,,,,,,,,,,,,,,,,,
93.5,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,,,,,,,,,,,,,,,,,,,,,,,,,,
94.5,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,,,,,,,,,,,,,,,,,,,,,,,,,,
95.5,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,,,,,,,,,,,,,,,,,,,,,,,,,,
96.5,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,,,,,,,,,,,,,,,,,,,,,,,,,,
97.5,,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,,,,,,,,,,,,,,,,,,,,,,,,,,
98.5,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,,,,,,,,,,,,,,,,,,,,,,,,,,
99.5,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
100.5,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
101.5,,,,,,,,,,,,,,,,,,,,,,,,,,
102.0,,,,,,,,,,,,,,,,,,,,,,,,,,
102.5,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,,,,,,,,,,,,,,,,,,,,,,,,,,
103.5,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,,,,,,,,,,,,,,,,,,,,,,,,,,
104.5,,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,,,,,,,,,,,,,,,,,,,,,,,,,,
105.5,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106.5,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,,,,,,,,,,,,,,,,,,,,,,,,,,
107.5,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,,,,,,,,,,,,,,,,,,,,,,,,,,
108.5,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,,,,,,,,,,,,,,,,,,,,,,,,,,
109.5,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,,,,,,,,,,,,,,,,,,,,,,,,,,
110.5,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,,,,,,,,,,,,,,,,,,,,,,,,,,
111.5,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,,,,,,,,,,,,,,,,,,,,,,,,,,
112.5,,,,,,,,,,,,,,,,,,,,,,,,,,
113.0,,,,,,,,,,,,,,,,,,,,,,,,,,
113.5,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,,,,,,,,,,,,,,,,,,,,,,,,,,
114.5,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,,,,,,,,,,,,,,,,,,,,,,,,,,
115.5,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0,,,,,,,,,,,,,,,,,,,,,,,,,,
116.5,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,,,,,,,,,,,,,,,,,,,,,,,,,,
117.5,,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,,,,,,,,,,,,,,,,,,,,,,,,,,
118.5,,,,,,,,,,,,,,,,,,,,,,,,,,
119.0,,,,,,,,,,,,,,,,,,,,,,,,,,
119.5,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,,,,,,,,,,,,,,,,,,,,,,,,,,
120.5,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,,,,,,,,,,,,,,,,,,,,,,,,,,
121.5,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,,,,,,,,,,,,,,,,,,,,,,,,,,
122.5,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,,,,,,,,,,,,,,,,,,,,,,,,,,
123.5,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,,,,,,,,,,,,,,,,,,,,,,,,,,
124.5,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
125.5,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,,,,,,,,,,,,,,,,,,,,,,,,,,
126.5,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,,,,,,,,,,,,,,,,,,,,,,,,,,
127.5,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,,,,,,,,,,,,,,,,,,,,,,,,,,
128.5,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,,,,,,,,,,,,,,,,,,,,,,,,,,
129.5,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
130.5,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,,,,,,,,,,,,,,,,,,,,,,,,,,
131.5,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0,,,,,,,,,,,,,,,,,,,,,,,,,,
132.5,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0,,,,,,,,,,,,,,,,,,,,,,,,,,
133.5,,,,,,,,,,,,,,,,,,,,,,,,,,
134.0,,,,,,,,,,,,,,,,,,,,,,,,,,
134.5,,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,,,,,,,,,,,,,,,,,,,,,,,,,,
135.5,,,,,,,,,,,,,,,,,,,,,,,,,,
136.0,,,,,,,,,,,,,,,,,,,,,,,,,,
136.5,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0,,,,,,,,,,,,,,,,,,,,,,,,,,
137.5,,,,,,,,,,,,,,,,,,,,,,,,,,
138.0,,,,,,,,,,,,,,,,,,,,,,,,,,
138.5,,,,,,,,,,,,,,,,,,,,,,,,,,
139.0,,,,,,,,,,,,,,,,,,,,,,,,,,
139.5,,,,,,,,,,,,,,,,,,,,,,,,,,
140.0,,,,,,,,,,,,,,,,,,,,,,,,,,
140.5,,,,,,,,,,,,,,,,,,,,,,,,,,
141.0,,,,,,,,,,,,,,,,,,,,,,,,,,
141.5,,,,,,,,,,,,,,,,,,,,,,,,,,
142.0,,,,,,,,,,,,,,,,,,,,,,,,,,
142.5,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0,,,,,,,,,,,,,,,,,,,,,,,,,,
143.5,,,,,,,,,,,,,,,,,,,,,,,,,,
144.0,,,,,,,,,,,,,,,,,,,,,,,,,,
144.5,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0,,,,,,,,,,,,,,,,,,,,,,,,,,
145.5,,,,,,,,,,,,,,,,,,,,,,,,,,
146.0,,,,,,,,,,,,,,,,,,,,,,,,,,
146.5,,,,,,,,,,,,,,,,,,,,,,,,,,
147.0,,,,,,,,,,,,,,,,,,,,,,,,,,
147.5,,,,,,,,,,,,,,,,,,,,,,,,,,
148.0,,,,,,,,,,,,,,,,,,,,,,,,,,
148.5,,,,,,,,,,,,,,,,,,,,,,,,,,
149.0,,,,,,,,,,,,,,,,,,,,,,,,,,
149.5,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
150.5,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0,,,,,,,,,,,,,,,,,,,,,,,,,,
151.5,,,,,,,,,,,,,,,,,,,,,,,,,,
152.0,,,,,,,,,,,,,,,,,,,,,,,,,,
152.5,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0,,,,,,,,,,,,,,,,,,,,,,,,,,
153.5,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0,,,,,,,,,,,,,,,,,,,,,,,,,,
154.5,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0,,,,,,,,,,,,,,,,,,,,,,,,,,
155.5,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0,,,,,,,,,,,,,,,,,,,,,,,,,,
156.5,,,,,,,,,,,,,,,,,,,,,,,,,,
157.0,,,,,,,,,,,,,,,,,,,,,,,,,,
157.5,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0,,,,,,,,,,,,,,,,,,,,,,,,,,
158.5,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0,,,,,,,,,,,,,,,,,,,,,,,,,,
159.5,,,,,,,,,,,,,,,,,,,,,,,,,,
160.0,,,,,,,,,,,,,,,,,,,,,,,,,,
160.5,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0,,,,,,,,,,,,,,,,,,,,,,,,,,
161.5,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0,,,,,,,,,,,,,,,,,,,,,,,,,,
162.5,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0,,,,,,,,,,,,,,,,,,,,,,,,,,
163.5,,,,,,,,,,,,,,,,,,,,,,,,,,
164.0,,,,,,,,,,,,,,,,,,,,,,,,,,
164.5,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0,,,,,,,,,,,,,,,,,,,,,,,,,,
165.5,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0,,,,,,,,,,,,,,,,,,,,,,,,,,
166.5,,,,,,,,,,,,,,,,,,,,,,,,,,
167.0,,,,,,,,,,,,,,,,,,,,,,,,,,
167.5,,,,,,,,,,,,,,,,,,,,,,,,,,
168.0,,,,,,,,,,,,,,,,,,,,,,,,,,
168.5,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169.5,,,,,,,,,,,,,,,,,,,,,,,,,,
170.0,,,,,,,,,,,,,,,,,,,,,,,,,,
170.5,,,,,,,,,,,,,,,,,,,,,,,,,,
171.0,,,,,,,,,,,,,,,,,,,,,,,,,,
171.5,,,,,,,,,,,,,,,,,,,,,,,,,,
172.0,,,,,,,,,,,,,,,,,,,,,,,,,,
172.5,,,,,,,,,,,,,,,,,,,,,,,,,,
173.0,,,,,,,,,,,,,,,,,,,,,,,,,,
173.5,,,,,,,,,,,,,,,,,,,,,,,,,,
174.0,,,,,,,,,,,,,,,,,,,,,,,,,,
174.5,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0,,,,,,,,,,,,,,,,,,,,,,,,,,
175.5,,,,,,,,,,,,,,,,,,,,,,,,,,
176.0,,,,,,,,,,,,,,,,,,,,,,,,,,
176.5,,,,,,,,,,,,,,,,,,,,,,,,,,
177.0,,,,,,,,,,,,,,,,,,,,,,,,,,
177.5,,,,,,,,,,,,,,,,,,,,,,,,,,
178.0,,,,,,,,,,,,,,,,,,,,,,,,,,
178.5,,,,,,,,,,,,,,,,,,,,,,,,,,
179.0,,,,,,,,,,,,,,,,,,,,,,,,,,
179.5,,,,,,,,,,,,,,,,,,,,,,,,,,
180.0,,,,,,,,,,,,,,,,,,,,,,,,,,
180.5,,,,,,,,,,,,,,,,,,,,,,,,,,
181.0,,,,,,,,,,,,,,,,,,,,,,,,,,
181.5,,,,,,,,,,,,,,,,,,,,,,,,,,
182.0,,,,,,,,,,,,,,,,,,,,,,,,,,
182.5,,,,,,,,,,,,,,,,,,,,,,,,,,
183.0,,,,,,,,,,,,,,,,,,,,,,,,,,
183.5,,,,,,,,,,,,,,,,,,,,,,,,,,
184.0,,,,,,,,,,,,,,,,,,,,,,,,,,
184.5,,,,,,,,,,,,,,,,,,,,,,,,,,
185.0,,,,,,,,,,,,,,,,,,,,,,,,,,
185.5,,,,,,,,,,,,,,,,,,,,,,,,,,
186.0,,,,,,,,,,,,,,,,,,,,,,,,,,
186.5,,,,,,,,,,,,,,,,,,,,,,,,,,
187.0,,,,,,,,,,,,,,,,,,,,,,,,,,
187.5,,,,,,,,,,,,,,,,,,,,,,,,,,
188.0,,,,,,,,,,,,,,,,,,,,,,,,,,
188.5,,,,,,,,,,,,,,,,,,,,,,,,,,
189.0,,,,,,,,,,,,,,,,,,,,,,,,,,
189.5,,,,,,,,,,,,,,,,,,,,,,,,,,
190.0,,,,,,,,,,,,,,,,,,,,,,,,,,
190.5,,,,,,,,,,,,,,,,,,,,,,,,,,
191.0,,,,,,,,,,,,,,,,,,,,,,,,,,
191.5,,,,,,,,,,,,,,,,,,,,,,,,,,
192.0,,,,,,,,,,,,,,,,,,,,,,,,,,
192.5,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0,,,,,,,,,,,,,,,,,,,,,,,,,,
193.5,,,,,,,,,,,,,,,,,,,,,,,,,,
194.0,,,,,,,,,,,,,,,,,,,,,,,,,,
194.5,,,,,,,,,,,,,,,,,,,,,,,,,,
195.0,,,,,,,,,,,,,,,,,,,,,,,,,,
195.5,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,,,,,,,,,,,,,,,,,,,,,,,,,,
196.5,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,,,,,,,,,,,,,,,,,,,,,,,,,,
197.5,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,,,,,,,,,,,,,,,,,,,,,,,,,,
198.5,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,,,,,,,,,,,,,,,,,,,,,,,,,,
199.5,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
200.5,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201.5,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
202.5,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,,,,,,,,,,,,,,,,,,,,,,,,,,
203.5,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,,,,,,,,,,,,,,,,,,,,,,,,,,
204.5,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0,,,,,,,,,,,,,,,,,,,,,,,,,,
205.5,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,,,,,,,,,,,,,,,,,,,,,,,,,,
206.5,,,,,,,,,,,,,,,,,,,,,,,,,,
207.0,,,,,,,,,,,,,,,,,,,,,,,,,,
207.5,,,,,,,,,,,,,,,,,,,,,,,,,,
208.0,,,,,,,,,,,,,,,,,,,,,,,,,,
208.5,,,,,,,,,,,,,,,,,,,,,,,,,,
209.0,,,,,,,,,,,,,,,,,,,,,,,,,,
209.5,,,,,,,,,,,,,,,,,,,,,,,,,,
210.0,,,,,,,,,,,,,,,,,,,,,,,,,,
210.5,,,,,,,,,,,,,,,,,,,,,,,,,,
211.0,,,,,,,,,,,,,,,,,,,,,,,,,,
211.5,,,,,,,,,,,,,,,,,,,,,,,,,,
212.0,,,,,,,,,,,,,,,,,,,,,,,,,,
212.5,,,,,,,,,,,,,,,,,,,,,,,,,,
213.0,,,,,,,,,,,,,,,,,,,,,,,,,,
213.5,,,,,,,,,,,,,,,,,,,,,,,,,,
214.0,,,,,,,,,,,,,,,,,,,,,,,,,,
214.5,,,,,,,,,,,,,,,,,,,,,,,,,,
215.0,,,,,,,,,,,,,,,,,,,,,,,,,,
215.5,,,,,,,,,,,,,,,,,,,,,,,,,,
216.0,,,,,,,,,,,,,,,,,,,,,,,,,,
216.5,,,,,,,,,,,,,,,,,,,,,,,,,,
217.0,,,,,,,,,,,,,,,,,,,,,,,,,,
217.5,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,,,,,,,,,,,,,,,,,,,,,,,,,,
218.5,,,,,,,,,,,,,,,,,,,,,,,,,,
219.0,,,,,,,,,,,,,,,,,,,,,,,,,,
219.5,,,,,,,,,,,,,,,,,,,,,,,,,,
220.0,,,,,,,,,,,,,,,,,,,,,,,,,,
220.5,,,,,,,,,,,,,,,,,,,,,,,,,,
221.0,,,,,,,,,,,,,,,,,,,,,,,,,,
221.5,,,,,,,,,,,,,,,,,,,,,,,,,,
222.0,,,,,,,,,,,,,,,,,,,,,,,,,,
222.5,,,,,,,,,,,,,,,,,,,,,,,,,,
223.0,,,,,,,,,,,,,,,,,,,,,,,,,,
223.5,,,,,,,,,,,,,,,,,,,,,,,,,,
224.0,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,,,,,,,,,,,,,,,,,,,,,,,,,,
225.0,,,,,,,,,,,,,,,,,,,,,,,,,,
225.5,,,,,,,,,,,,,,,,,,,,,,,,,,
